name,phone,address,city,state,zip_code,email,website,category,license_number,license_type,license_expiry,types_of_work,bbb_rating,google_rating,review_count,bbb_profile_url,source,is_new_to_db
GrilleMechanicalContractors,(732) 223-9432,1771 State Hwy 34  Unit 5,Wall,NJ,07719,,,"Heating and Air Conditioning, Air Conditioning Contractors, Air Conditioning Repair",,,,,A+,,,https://www.bbb.org/us/nj/wall/profile/heating-and-air-conditioning/grille-mechanical-contractors-0221-90167260,BBB,yes
Grimaldi Contractors,(267) 688-1439,1 Caleb Way,Elkins Park,PA,19027,,,"General Contractor, Mason Contractors, Foundation Contractors",,,,,A+,,,https://www.bbb.org/us/pa/elkins-park/profile/general-contractor/grimaldi-contractors-0241-80013496,BBB,yes
"Grossman & Hofkin Enterprises, Inc.",(215) 938-1437,2855 Philmont Avenue Building B,Huntingdon Valley,PA,19006,,,"Heating and Air Conditioning, Home Improvement",,,,,A+,,,https://www.bbb.org/us/pa/huntingdon-valley/profile/heating-and-air-conditioning/grossman-hofkin-enterprises-inc-0241-162826980,BBB,yes
"Guaranteed Plumbing, Incorporated",(215) 336-0969,900 Cottman Ave,Philadelphia,PA,19111,,,"Plumber, Air Conditioning Contractors, Drainage Contractors",,,,,A+,,,https://www.bbb.org/us/pa/philadelphia/profile/plumber/guaranteed-plumbing-incorporated-0241-80019838,BBB,yes
Guaranteed ServicePlumbingHeating&Cooling,(732) 852-7818,863 Georges Road,Monmouth Junction,NJ,08852,,,"Heating and Air Conditioning, Plumber, Air Conditioning Contractors",,,,,A,,,https://www.bbb.org/us/nj/monmouth-junction/profile/heating-and-air-conditioning/guaranteed-service-0221-90185463/addressId/150131,BBB,yes
"Guardian Roofing and Siding, LLC",(215) 839-1120,460 Veit Rd Ste F,Huntingdon Valley,PA,19006,,,"Roofing Contractors, General Contractor, Siding Contractors",,,,,A+,,,https://www.bbb.org/us/pa/huntingdon-valley/profile/roofing-contractors/guardian-roofing-and-siding-llc-0241-235988257/addressId/282124,BBB,yes
"H & H Heating & Air Conditioning, Inc.",(484) 306-0061,3 Industrial Hwy,Essington,PA,19029,,,Heating and Air Conditioning,,,,,A+,,,https://www.bbb.org/us/pa/essington/profile/heating-and-air-conditioning/h-h-heating-air-conditioning-inc-0241-80019375,BBB,yes
"H&B Plumbing & Heating, Inc.",(410) 885-3130,PO Box 238,Chesapeake City,MD,21915,,,"Heating and Air Conditioning, Plumber, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/md/chesapeake-city/profile/heating-and-air-conditioning/hb-plumbing-heating-inc-0011-32010828,BBB,yes
"H&B Plumbing & Heating, Inc.",(410) 885-5012,2727 Augustine Herman Hwy,Chesapeake City,MD,21915,,,"Heating and Air Conditioning, Plumber, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/md/chesapeake-city/profile/heating-and-air-conditioning/hb-plumbing-heating-inc-0011-32010828/addressId/18053,BBB,yes
H.L. Bowman LLC,(717) 561-0110,430 Franklin St,West Reading,PA,19611,,,"Heating and Air Conditioning, Plumber, Plumbing and Heating",,,,,A,,,https://www.bbb.org/us/pa/west-reading/profile/heating-and-air-conditioning/hl-bowman-llc-0241-70001216/addressId/347035,BBB,yes
HagerPlumbingHeatingandCooling,(484) 638-4782,1019 Magazine Rd,Sumneytown,PA,18084,,,"Plumber, Heating Contractors",,,,,A-,,,https://www.bbb.org/us/pa/sumneytown/profile/plumber/g-hager-plumbing-heating-and-cooling-0241-236098966,BBB,yes
"Hal's Plumbing, Heating & A/C, Inc.",(215) 699-2003,2266 N Wales Rd,Lansdale,PA,19446,,,"Plumber, Heating and Air Conditioning",,,,,A+,,,https://www.bbb.org/us/pa/lansdale/profile/plumber/hals-plumbing-heating-ac-inc-0241-235988913,BBB,yes
"Hale and Son Construction, LLC",(215) 949-3597,53 Fruitree Rd,Levittown,PA,19056,,,"Concrete Contractors, General Contractor",,,,,A+,,,https://www.bbb.org/us/pa/levittown/profile/concrete-contractors/hale-and-son-construction-llc-0241-236051371,BBB,yes
"Haller Enterprises, Inc.",(610) 235-0637,263 S Whitford Rd,Exton,PA,19341,,,"Air Conditioning Contractors, Plumber, Electrician",,,,,A+,,,https://www.bbb.org/us/pa/exton/profile/air-conditioning-contractor/haller-enterprises-inc-0241-70000403/addressId/250085,BBB,yes
"Haller Enterprises, Inc.",(215) 488-7807,131 Front St,Quakertown,PA,18951,,,"Air Conditioning Contractors, Plumber, Electrician",,,,,A+,,,https://www.bbb.org/us/pa/quakertown/profile/air-conditioning-contractor/haller-enterprises-inc-0241-70000403/addressId/93777,BBB,yes
"Hallmark of New Jersey, Inc",(215) 677-9210,10067 Sandmeyer Ln Ste 212,Philadelphia,PA,19116,,,"General Contractor, Concrete Contractors, Painting Contractors",,,,,A+,,,https://www.bbb.org/us/pa/philadelphia/profile/general-contractor/hallmark-of-new-jersey-inc-0241-80009659,BBB,yes
Hammertime Construction LLC,(856) 975-1168,Sewell,Philadelphia,PA,,,,"Kitchen Remodel, General Contractor, Home Improvement",,,,,A+,,,https://www.bbb.org/us/nj/sewell/profile/kitchen-remodel/hammertime-construction-llc-0221-90233687,BBB,yes
"Harris Plumbing, Heating, Air & Electric",(856) 219-6232,204 Route 45,Salem,NJ,08079,,,"Plumber, Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/salem/profile/plumber/harris-plumbing-heating-air-electric-0221-80006604,BBB,yes
Harrison Contractors L.T.D.,(215) 657-6931,1414 Easton Rd,Roslyn,PA,19001,,,"General Contractor, Bathroom Remodel, Remodel Contractors",,,,,A+,,,https://www.bbb.org/us/pa/roslyn/profile/general-contractor/harrison-contractors-ltd-0241-236063978,BBB,yes
"Hatzel & Buehler, Inc.",(302) 798-5884,3600 Silverside Rd Ste B,Wilmington,DE,19810,,,"Electrical Contractors, Commercial Contractors, Professional Engineers",,,,,A+,,,https://www.bbb.org/us/de/wilmington/profile/electrical-contractors/hatzel-buehler-inc-0251-92025345/addressId/54336,BBB,yes
"Hatzel & Buehler, Inc.",(302) 798-5422,PO Box 7499,Wilmington,DE,19803,,,"Electrical Contractors, Commercial Contractors, Professional Engineers",,,,,A+,,,https://www.bbb.org/us/de/wilmington/profile/electrical-contractors/hatzel-buehler-inc-0251-92025345/addressId/54335,BBB,yes
"Hawley Bros., Inc.",(609) 291-0045,192 Harrison Rd,Chesterfield,NJ,08515,,,"General Contractor, Mason Contractors, Building Contractors",,,,,A+,,,https://www.bbb.org/us/nj/chesterfield/profile/general-contractor/hawley-bros-inc-0221-11005694,BBB,yes
"HendersonHeating,Cooling,Plumbing, & Electrical Inc.",(610) 590-8705,511 Abbott Dr,Broomall,PA,19008,,,"Plumber, Electrician, Air Conditioning Repair",,,,,A-,,,https://www.bbb.org/us/pa/broomall/profile/plumber/wm-henderson-heating-cooling-plumbing-electrical-inc-0241-123750539,BBB,yes
HGS Proseal,(610) 459-9941,1005 Pontiac Rd Ste 341,Drexel Hill,PA,19026,,,"Seal Coating, General Contractor, Paving Contractors",,,,,A+,,,https://www.bbb.org/us/pa/drexel-hill/profile/seal-coating/hgs-proseal-0241-80009316,BBB,yes
"Hinkle's Heating & Air Conditioning, Inc.",(610) 917-8562,330 Lovers Ln,Mont Clare,PA,19453,,,Heating and Air Conditioning,,,,,A+,,,https://www.bbb.org/us/pa/mont-clare/profile/heating-and-air-conditioning/hinkles-heating-air-conditioning-inc-0241-164118877,BBB,yes
"Home & Business Mechanical, LLC",(610) 325-3424,2114 Bellemead Ave,Havertown,PA,19083,,,Heating and Air Conditioning,,,,,A+,,,https://www.bbb.org/us/pa/havertown/profile/heating-and-air-conditioning/home-business-mechanical-llc-0241-236051187,BBB,yes
Home HVAC Services,(484) 886-4297,831 W Chester Pike,West Chester,PA,19382,,,"Residential Air Conditioning Contractors, Commercial Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/pa/west-chester/profile/residential-air-conditioning-contractors/home-hvac-services-0241-236007868,BBB,yes
HomeServe of South Jersey,(609) 643-5779,420 N 2nd Rd Unit 1,Hammonton,NJ,08037,,,"Heating and Air Conditioning, Plumber",,,,,A+,,,https://www.bbb.org/us/nj/hammonton/profile/heating-and-air-conditioning/homeserve-of-south-jersey-0221-26002242,BBB,yes
Honest Air LLC,(215) 922-9249,2724 S Darien St,Philadelphia,PA,19148,,,"Heating and Air Conditioning, Heating Contractors",,,,,A,,,https://www.bbb.org/us/pa/philadelphia/profile/heating-and-air-conditioning/honest-air-llc-0241-236084360,BBB,yes
Hopkins Mechanical,(302) 798-7251,1802 Garfield Ave,Wilmington,DE,19809,,,Mechanical Contractors,,,,,,,,https://www.bbb.org/us/de/wilmington/profile/mechanical-contractors/hopkins-mechanical-0251-21001892,BBB,yes
Hopkins Mechanical,(302) 798-7250,100 Maple Avenue,Wilmington,DE,19809,,,Mechanical Contractors,,,,,,,,https://www.bbb.org/us/de/wilmington/profile/mechanical-contractors/hopkins-mechanical-0251-21001892/addressId/1922,BBB,yes
"Horizon Services Heating, Cooling, Plumbing, and Electrical",(856) 249-2107,17 Roland Ave,Mount Laurel,NJ,08054,,,"Heating and Air Conditioning, Plumber, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/mount-laurel/profile/heating-and-air-conditioning/horizon-services-heating-cooling-plumbing-and-electrical-0221-90163912,BBB,yes
Horizon Services LLC,(610) 772-8162,900 Adams Ave,Audubon,PA,19403,,,"Heating and Air Conditioning, Plumber, Electrician",,,,,A+,,,https://www.bbb.org/us/pa/audubon/profile/heating-and-air-conditioning/horizon-services-llc-0241-80006223,BBB,yes
Horizon ServicesCoolingHeatingPlumbing& Electrical,(302) 343-5671,320 Century Blvd,Marshallton,DE,19808,,,"Heating and Air Conditioning, Plumber, Electrician",,,,,A+,,,https://www.bbb.org/us/de/marshallton/profile/heating-and-air-conditioning/horizon-services-cooling-heating-plumbing-electrical-0251-21000621,BBB,yes
Horizon ServicesCoolingHeatingPlumbingand Electrical,(610) 772-8162,900 Adams Ave,Audubon,PA,19403,,,"Heating and Air Conditioning, Plumber, Electrician",,,,,A+,,,https://www.bbb.org/us/pa/audubon/profile/heating-and-air-conditioning/horizon-services-llc-0241-80006223,BBB,yes
Horton Heating and Cooling LLC,(856) 224-0598,PO Box 292,Paulsboro,NJ,08066,,,"Residential Air Conditioning Contractors, Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/paulsboro/profile/residential-air-conditioning-contractors/horton-heating-and-cooling-llc-0221-90045806,BBB,yes
"HosbachMechanicalContractors, LLC",(484) 816-3164,4364 Trophy Dr PO Box 2265,Uppr Chichstr,PA,19061,,,"Plumber, Heating and Air Conditioning, Sewer Cleaning",,,,,A+,,,https://www.bbb.org/us/pa/uppr-chichstr/profile/plumber/ej-hosbach-mechanical-contractors-llc-0241-235998290,BBB,yes
HousePro Remodeling LLC,(610) 550-6157,3 Lincoln Ln,Broomall,PA,19008,,,"General Contractor, Remodel Contractors",,,,,A+,,,https://www.bbb.org/us/pa/broomall/profile/general-contractor/housepro-remodeling-llc-0241-236069809,BBB,yes
"Hutchinson Cooling, Plumbing, Heating, and Electrical",(856) 429-8911,621 Chapel Ave E,Cherry Hill,NJ,08034,,,"Heating and Air Conditioning, Plumber, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/cherry-hill/profile/heating-and-air-conditioning/hutchinson-cooling-plumbing-heating-and-electrical--0221-80000238,BBB,yes
HVAC Philly,(215) 725-6111,1437 Lake Rd,Fstrvl Trvose,PA,19053,,,"Heating and Air Conditioning, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/pa/fstrvl-trvose/profile/heating-and-air-conditioning/hvac-philly-0241-235994875,BBB,yes
Hynes Roofing & Siding,(610) 896-6067,119 Sibley Ave,Ardmore,PA,19003,,,"Roofing Contractors, General Contractor, Painting Contractors",,,,,A+,,,https://www.bbb.org/us/pa/ardmore/profile/roofing-contractors/hynes-roofing-siding-0241-80007322,BBB,yes
"I.D. Griffith, Inc.",(302) 656-8253,735 S Market St,Wilmington,DE,19801,,,"Mechanical Contractors, Plumber, Water Heater Installation",,,,,,,,https://www.bbb.org/us/de/wilmington/profile/mechanical-contractors/id-griffith-inc-0251-22000580,BBB,yes
"Ideal Remodeling, LLC",(856) 939-1069,PO Box 39,Glendora,NJ,08029,,,"General Contractor, Home Improvement, Bathroom Remodel",,,,,A+,,,https://www.bbb.org/us/nj/glendora/profile/general-contractor/ideal-remodeling-llc-0221-90184536,BBB,yes
"Infinite Mechanical, LLC",(888) 546-3464,Horsham,Philadelphia,PA,,,,"Mechanical Contractors, Heating and Air Conditioning, Residential Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/pa/horsham/profile/mechanical-contractors/infinite-mechanical-llc-0241-236015309,BBB,yes
Ingram Drain and Sewer Cleaning,(215) 927-3010,6240 N Broad St,Philadelphia,PA,19141,,,"Plumber, Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/pa/philadelphia/profile/plumber/ingram-drain-and-sewer-cleaning-0241-80000119,BBB,yes
Innovative Improvements,(609) 714-3535,27 Hiawatha Trl,Medford,NJ,08055,,,"Construction Services, Roofing Contractors, General Contractor",,,,,A+,,,https://www.bbb.org/us/nj/medford/profile/construction-services/innovative-improvements-0221-90157853,BBB,yes
Instant Services Inc.,(856) 373-5429,177 S Black Horse Pike,Blackwood,NJ,08012,,,Heating and Air Conditioning,,,,,A,,,https://www.bbb.org/us/nj/blackwood/profile/heating-and-air-conditioning/instant-services-inc-0221-90234815,BBB,yes
J&M Heating & Cooling,(610) 259-9788,3300 Highland Ave,Drexel Hill,PA,19026,,,"Heating and Air Conditioning, Air Conditioning Contractors, Air Conditioning Repair",,,,,A+,,,https://www.bbb.org/us/pa/drexel-hill/profile/heating-and-air-conditioning/jm-heating-cooling-0241-200516106,BBB,yes
J. Halligan HVAC & Fuel Oil,(610) 449-9001,412 Darby Rd,Havertown,PA,19083,,,"Air Conditioning Contractors, Heating and Air Conditioning",,,,,A+,,,https://www.bbb.org/us/pa/havertown/profile/air-conditioning-contractor/j-halligan-hvac-fuel-oil-0241-80000979,BBB,yes
J. Stevens Construction,(302) 753-5247,PO Box 8220,Wilmington,DE,19803,,,"General Contractor, Bathroom Remodel, Remodel Contractors",,,,,A+,,,https://www.bbb.org/us/de/wilmington/profile/general-contractor/j-stevens-construction-0251-32002613,BBB,yes
"J. Tretter & Sons Contracting, Inc.",(215) 945-4997,51 Coral Ln,Levittown,PA,19055,,,"General Contractor, Construction Services, Home Improvement",,,,,A+,,,https://www.bbb.org/us/pa/levittown/profile/general-contractor/j-tretter-sons-contracting-inc-0241-235989701,BBB,yes
"J.A. Smith Heating & Air Conditioning, Incorporated",(215) 956-9400,360 Patricia Dr,Warminster,PA,18974,,,"Heating and Air Conditioning, Air Conditioning Contractors, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/pa/warminster/profile/heating-and-air-conditioning/ja-smith-heating-air-conditioning-incorporated-0241-80000096,BBB,yes
J.F. Sobieski Mechanical Contractors Inc.,(302) 993-0119,900 Uniqema Blvd,New Castle,DE,19720,,,"Heating and Air Conditioning, Construction Services, Plumber",,,,,A+,,,https://www.bbb.org/us/de/new-castle/profile/heating-and-air-conditioning/jf-sobieski-mechanical-contractors-inc-0251-21001178/addressId/33444,BBB,yes
J.F. Sobieski Mechanical Contractors Inc.,(302) 504-4116,1325 Old Coochs Bridge Rd,Newark,DE,19713,,,"Heating and Air Conditioning, Construction Services, Plumber",,,,,A+,,,https://www.bbb.org/us/de/newark/profile/heating-and-air-conditioning/jf-sobieski-mechanical-contractors-inc-0251-21001178,BBB,yes
Jackson Mechanical,(215) 688-1093,3442 Binny Rd,Doylestown,PA,18902,,,"Plumbing and Heating, Air Conditioning Contractors, Air Conditioning Repair",,,,,A,,,https://www.bbb.org/us/pa/doylestown/profile/plumbing-and-heating/jackson-mechanical-0241-236082437,BBB,yes
"James C. Schell, LLC",(484) 354-6793,510 E Barnard St Unit 50,West Chester,PA,19382,,,"Remodel Contractors, General Contractor, Bathroom Remodel",,,,,A+,,,https://www.bbb.org/us/pa/west-chester/profile/remodel-contractors/james-c-schell-llc-0241-236015854,BBB,yes
"JC Custom Carpentry, Inc.",(267) 549-2377,4730 Bergstrom Rd,Doylestown,PA,18902,,,"General Contractor, Roofing Contractors, Home Improvement",,,,,A+,,,https://www.bbb.org/us/pa/doylestown/profile/general-contractor/jc-custom-carpentry-inc-0241-80009312,BBB,yes
JF Heating & Cooling,(856) 457-2184,Pennsauken,Philadelphia,PA,,,,"Heating and Air Conditioning, Air Conditioning Contractors, Air Conditioning Repair",,,,,A+,,,https://www.bbb.org/us/nj/pennsauken/profile/heating-and-air-conditioning/jf-heating-cooling-0221-90202998,BBB,yes
"JG General Contractor, Incorporated",(215) 723-5488,156 N 4th St,Souderton,PA,18964,,,"General Contractor, Construction Services, Patios and Decks",,,,,A+,,,https://www.bbb.org/us/pa/souderton/profile/general-contractor/jg-general-contractor-incorporated-0241-113124328,BBB,yes
"John J. Bee, Inc.",(215) 925-8147,547 N 5th St,Philadelphia,PA,19123,,,"Mechanical Contractors, Plumber, Heating and Air Conditioning",,,,,A+,,,https://www.bbb.org/us/pa/philadelphia/profile/mechanical-contractors/john-j-bee-inc-0241-194106302,BBB,yes
"John Verderame & Sons, Inc.",(856) 235-3144,930 Bortons Landing Rd,Moorestown,NJ,08057,,,"Air Conditioning Contractors, Heating Contractors, Commercial Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/moorestown/profile/air-conditioning-contractor/john-verderame-sons-inc-0221-27002199,BBB,yes
Joint Way LLC,(267) 917-0159,424 Oakdale Ave,Hatboro,PA,19040,,,Heating Contractors,,,,,A+,,,https://www.bbb.org/us/pa/hatboro/profile/heating-contractors/joint-way-llc-0241-236076087,BBB,yes
Joseph Frederick & Sons,(302) 994-5786,810 Stanton Rd,Wilmington,DE,19804,,,"Heating and Air Conditioning, Plumber, Electrician",,,,,A+,,,https://www.bbb.org/us/de/wilmington/profile/heating-and-air-conditioning/joseph-frederick-sons-0251-7519010,BBB,yes
Joseph's Affordable Plumbing and Heating,(215) 673-7700,3106 Meridian Blvd,Warrington,PA,18976,,,"Plumber, Heating Contractors, Plumbing and Heating",,,,,A+,,,https://www.bbb.org/us/pa/warrington/profile/plumber/josephs-affordable-plumbing-and-heating-0241-193840457,BBB,yes
Joslin Mechanical LLC,(856) 343-2960,126 Breakneck Rd,Sewell,NJ,08080,,,Mechanical Contractors,,,,,F,,,https://www.bbb.org/us/nj/sewell/profile/mechanical-contractors/joslin-mechanical-llc-0221-90197170,BBB,yes
"JR Fifer Heating, Air Conditioning & Refrigeration LLC",(609) 377-6505,Sicklerville,Philadelphia,PA,,,,"Heating and Air Conditioning, Commercial Refrigeration",,,,,A+,,,https://www.bbb.org/us/nj/sicklerville/profile/heating-and-air-conditioning/jr-fifer-heating-air-conditioning-refrigeration-llc-0221-90152631,BBB,yes
"JR Fifer Heating, Air Conditioning & Refrigeration LLC",(856) 728-7526,PO Box 448,Sicklerville,NJ,08081,,,"Heating and Air Conditioning, Commercial Refrigeration",,,,,A+,,,https://www.bbb.org/us/nj/sicklerville/profile/heating-and-air-conditioning/jr-fifer-heating-air-conditioning-refrigeration-llc-0221-90152631/addressId/86220,BBB,yes
"JR Limited, LLC",(610) 521-2990,6 S Swarthmore Ave,Ridley Park,PA,19078,,,"Mechanical Contractors, Plumbing Renovation",,,,,A+,,,https://www.bbb.org/us/pa/ridley-park/profile/mechanical-contractors/jr-limited-llc-0241-236063654,BBB,yes
K and M Mechanical Services LLC,(609) 593-3907,PO Box 219,Cologne,NJ,08213,,,"Mechanical Contractors, Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/cologne/profile/mechanical-contractors/k-and-m-mechanical-services-llc-0221-90166060,BBB,yes
"KandJ, LLC",(856) 773-9388,212 W. Clinton Ave.,Oaklyn,NJ,08107,,,"General Contractor, Home Builders, Bathroom Remodel",,,,,A+,,,https://www.bbb.org/us/nj/oaklyn/profile/general-contractor/kandj-llc-0221-90197439/addressId/152654,BBB,yes
"KandJ, LLC",(856) 979-3106,Cherry Hill,Philadelphia,PA,,,,"General Contractor, Home Builders, Bathroom Remodel",,,,,A+,,,https://www.bbb.org/us/nj/cherry-hill/profile/general-contractor/kandj-llc-0221-90197439,BBB,yes
"Kenrich Mechanical, Inc.",(215) 675-5040,2049 Stout Dr Unit A2,Warminster,PA,18974,,,Mechanical Contractors,,,,,A+,,,https://www.bbb.org/us/pa/warminster/profile/mechanical-contractors/kenrich-mechanical-inc-0241-1043086,BBB,yes
KingHeatingandAirConditioningLLC,(610) 269-0811,PO Box 57,Malvern,PA,19355,,,Heating and Air Conditioning,,,,,A+,,,https://www.bbb.org/us/pa/malvern/profile/heating-and-air-conditioning/king-heating-and-air-conditioning-llc-0241-184320348,BBB,yes
KPI 2 Incorporated,(215) 295-9368,1250 Wood Ln,Langhorne,PA,19047,,,"General Contractor, Roofing Contractors, Siding Contractors",,,,,A+,,,https://www.bbb.org/us/pa/langhorne/profile/general-contractor/kpi-2-incorporated-0241-153216899,BBB,yes
"KPI Jr. Exteriors, LLC",(609) 658-9925,Fairless Hls,Philadelphia,PA,,,,"Roofing Contractors, General Contractor, Siding Contractors",,,,,A+,,,https://www.bbb.org/us/pa/fairless-hls/profile/roofing-contractors/kpi-jr-exteriors-llc-0241-236029014,BBB,yes
Kubat Construction LLC,(856) 214-9156,247 S Broadway,Pitman,NJ,08071,,,"Remodel Contractors, General Contractor, Home Improvement",,,,,A+,,,https://www.bbb.org/us/nj/pitman/profile/remodel-contractors/kubat-construction-llc-0221-90235935,BBB,yes
"Kyne Plumbing & Heating Air Conditioning, Inc.",(610) 356-8583,505 Princeton Cir,Newtown Sq,PA,19073,,,"Heating and Air Conditioning, Plumber, Plumbing and Heating",,,,,A+,,,https://www.bbb.org/us/pa/newtown-sq/profile/heating-and-air-conditioning/kyne-plumbing-heating-air-conditioning-inc-0241-182108067/addressId/250166,BBB,yes
"L L Heating & Equipment Co., Inc.",(215) 659-3666,PO Box 2,Abington,PA,19001,,,"Heating System Repair, General Contractor, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/pa/abington/profile/heating-system-repair/l-l-heating-equipment-co-inc-0241-80010851,BBB,yes
"Lafferty Heating & Cooling, LLC",(856) 809-9488,64 Jefferson Ave,Berlin,NJ,08009,,,"Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/berlin/profile/heating-and-air-conditioning/lafferty-heating-cooling-llc-0221-27001482,BBB,yes
LainoMechanicalContractors,(856) 939-0778,921 St mark Dr,Glendora,NJ,08029,,,Mechanical Contractors,,,,,,,,https://www.bbb.org/us/nj/glendora/profile/mechanical-contractors/laino-mechanical-contractors-0221-26002403,BBB,yes
"Laser Heating & Cooling, Inc.",(215) 799-2324,Telford,Philadelphia,PA,,,,"Heating and Air Conditioning, Heating Contractors",,,,,A+,,,https://www.bbb.org/us/pa/telford/profile/heating-and-air-conditioning/laser-heating-cooling-inc-0241-75000908,BBB,yes
Lasher Contracting,(856) 343-4480,PO Box 25,Berlin,NJ,08009,,,"Roofing Contractors, General Contractor, Project Management",,,,,A+,,,https://www.bbb.org/us/nj/berlin/profile/roofing-contractors/lasher-contracting-0221-90157608/addressId/188689,BBB,yes
"Latini Property Services, Inc.",(215) 554-8460,7000 Tulip St,Philadelphia,PA,19135,,,"General Contractor, Bathroom Remodel, Remodel Contractors",,,,,A+,,,https://www.bbb.org/us/pa/philadelphia/profile/general-contractor/latini-property-services-inc-0241-236102410,BBB,yes
LauryHeatingCooling&Plumbing,(856) 692-3861,936 S Broadway,Pennsville,NJ,08070,,,"Heating and Air Conditioning, Plumber, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/pennsville/profile/heating-and-air-conditioning/laury-heating-cooling-plumbing-0221-80010793,BBB,yes
LauryHeatingCooling&Plumbing,(856) 692-0330,511 E Plum St,Vineland,NJ,08360,,,"Heating and Air Conditioning, Plumber, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/vineland/profile/heating-and-air-conditioning/laury-heating-cooling-plumbing-0221-80010793/addressId/44371,BBB,yes
"Legacy Construction Company, LLC",(267) 679-9669,150 Monument Rd Ste 207,Bala Cynwyd,PA,19004,,,"General Contractor, Home Builders, Building Contractors",,,,,A+,,,https://www.bbb.org/us/pa/bala-cynwyd/profile/general-contractor/legacy-construction-company-llc-0241-236091611,BBB,yes
Len the Plumber,(267) 828-0539,Horsham,Philadelphia,PA,,,,"Plumber, Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/pa/horsham/profile/plumber/len-the-plumber-0241-236051907/addressId/308303,BBB,yes
Len The Plumber,(610) 421-9866,7 Chelsea Pkwy Ste 709,Trainer,PA,19061,,,"Plumber, Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/pa/trainer/profile/plumber/len-the-plumber-0241-236023672/addressId/268093,BBB,yes
"Len The Plumber, Inc.",(609) 256-4512,2091 Springdale Rd,Cherry Hill,NJ,08003,,,"Plumber, Heating and Air Conditioning, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/cherry-hill/profile/plumber/len-the-plumber-inc-0221-90217813/addressId/180785,BBB,yes
Leonards Mechanical Services,(609) 894-8960,2 Kennedy Ln,Pemberton,NJ,08068,,,Mechanical Contractors,,,,,,,,https://www.bbb.org/us/nj/pemberton/profile/mechanical-contractors/leonards-mechanical-services-0221-90130412,BBB,yes
Lockhart Construction LLC,(302) 753-5462,809 Parkside Blvd,Claymont,DE,19703,,,"General Contractor, Roofing Contractors, Construction Services",,,,,A+,,,https://www.bbb.org/us/de/claymont/profile/general-contractor/lockhart-construction-llc-0251-92003091,BBB,yes
Long Lane Home Services,(856) 241-7726,501 Auburn Ave,Swedesboro,NJ,08085,,,"Heating and Air Conditioning, Plumber, Air Conditioning Contractors",,,,,A+,,,https://www.bbb.org/us/nj/swedesboro/profile/heating-and-air-conditioning/long-lane-home-services-0221-7000225,BBB,yes
"Lowry Services, Inc.",(215) 362-3155,101 Christopher Ln,Harleysville,PA,19438,,,"Electrician, Plumber, Heating and Air Conditioning",,,,,A+,,,https://www.bbb.org/us/pa/harleysville/profile/electrician/lowry-services-inc-0241-80012222,BBB,yes
LRR Construction LLC,(610) 745-6286,232 11th Ave,Trappe,PA,19426,,,"General Contractor, Bathroom Remodel, Kitchen Remodel",,,,,A+,,,https://www.bbb.org/us/pa/trappe/profile/general-contractor/lrr-construction-llc-0241-236055730,BBB,yes
Lyons Electrical,(215) 768-8102,Philadelphia,Philadelphia,PA,,,,"Electrical Contractors, Electrician, Home Improvement",,,,,A+,,,https://www.bbb.org/us/pa/philadelphia/profile/electrical-contractors/lyons-electrical-0241-205418421,BBB,yes
M & S Roofing & Contracting Inc.,(215) 489-4247,2839 Highland Ave,Warrington,PA,18976,,,"Roofing Contractors, General Contractor, Home Improvement",,,,,A+,,,https://www.bbb.org/us/pa/warrington/profile/roofing-contractors/m-s-roofing-contracting-inc-0241-132444265/addressId/81296,BBB,yes
M. Ryan Mechanical Services,(215) 606-8637,8102 Moro St,Philadelphia,PA,19136,,,Mechanical Contractors,,,,,A+,,,https://www.bbb.org/us/pa/philadelphia/profile/mechanical-contractors/m-ryan-mechanical-services-0241-236001488,BBB,yes
